"","local_date","local_time","site","sl","GRSH_fd","GRSH_fl","GRSH_si","GRSH_co","HUWH_fd","HUWH_sw","HUWH_ot","HUWH_co"
"280","5/18/2017","11:06","N15","0",0,0,0,0,0,0,0,0
"281","5/18/2017","11:30","N14","1",0,0,0,0,0,0,0,0
"282","5/18/2017","11:55","N3","0",0,0,0,0,0,0,0,0
"283","5/18/2017","12:20","N4","0",0,0,0,0,0,0,0,0
"284","5/18/2017","12:42","N13","0",0,0,0,0,0,0,0,0
"285","5/18/2017","13:08","N12","0",0,0,0,0,0,0,0,0
"286","5/18/2017","13:35","N5","0",0,0,0,0,0,0,0,0
"287","5/18/2017","14:19","N6","0",0,0,0,0,0,0,0,0
"288","5/18/2017","14:46","N11","0",0,0,0,0,0,0,0,0
"289","5/18/2017","15:10","N10","0",0,0,0,0,0,0,0,0
"290","5/18/2017","15:31","N7","0",0,0,0,0,0,0,0,0
"291","5/18/2017","15:57","N8","0",0,0,0,0,0,0,0,0
"292","5/18/2017","16:25","N9","0",0,0,0,0,0,0,0,0
"293","5/19/2017","9:19","C14","nd",0,0,0,0,0,0,0,0
"294","5/19/2017","10:27","C1","0",0,0,0,0,0,0,0,0
"295","5/19/2017","11:14","C2","nd",0,0,0,0,0,0,0,0
"296","5/19/2017","11:30","C13","0",0,0,0,0,0,0,0,0
"297","5/19/2017","11:59","C12","0",0,0,0,0,0,0,0,0
"298","5/19/2017","12:26","C3","0",0,0,0,0,0,0,0,0
"299","5/19/2017","12:53","C4","0",0,0,0,0,0,0,0,0
"300","5/19/2017","13:19","C11","0",0,0,0,0,0,0,0,0
"301","5/19/2017","13:44","C10","0",0,0,0,0,0,0,0,0
"302","5/19/2017","14:11","C5","0",0,0,0,0,0,0,0,0
"303","5/19/2017","14:47","C6","1",0,0,0,0,0,0,0,0
"304","5/19/2017","15:11","C9","0",0,0,0,0,0,0,0,0
"305","5/19/2017","15:36","C8","0",0,0,0,0,0,0,0,0
"306","5/19/2017","16:00","C7","1",0,0,0,0,0,0,0,0
"307","5/23/2017","8:48","S1","0",0,0,0,0,0,0,0,0
"308","5/23/2017","10:21","S2","2",0,0,0,0,0,0,0,0
"309","5/23/2017","10:52","S3","0",0,0,0,0,0,0,0,0
"310","5/23/2017","11:19","S4","2",0,0,0,0,0,0,0,0
"311","5/23/2017","11:45","S5","3",0,0,0,0,0,0,0,0
"312","5/23/2017","12:13","S6","1",0,0,0,0,0,0,0,0
"313","5/23/2017","12:49","S7","0",0,0,0,0,0,0,0,0
"314","5/23/2017","13:52","S8","1",0,0,0,0,0,0,0,0
"315","5/23/2017","14:42","S9","4",0,0,0,0,0,0,0,0
"316","5/23/2017","14:54","S10","0",0,0,0,0,0,0,0,0
"317","5/23/2017","15:23","S11","0",0,0,0,0,0,0,0,0
"318","5/23/2017","15:52","S12","3",0,0,0,0,0,0,0,0
"319","5/23/2017","16:17","S13","0",0,0,0,0,0,0,0,0
"320","5/23/2017","16:39","S14","0",0,0,0,0,0,0,0,0
"321","9/12/2017","9:48","S1","0",0,0,0,0,0,0,0,0
"322","9/12/2017","10:18","S2","0",0,0,0,0,0,0,0,0
"323","9/12/2017","10:42","S3","0",0,0,0,0,0,0,0,0
"324","9/12/2017","11:03","S4","0",0,0,0,0,0,0,0,0
"325","9/12/2017","11:27","S5","0",0,0,0,0,0,0,0,0
"326","9/12/2017","11:50","S6","0",0,0,0,0,0,0,0,0
"327","9/12/2017","12:13","S7","0",0,0,0,0,0,0,0,0
"328","9/12/2017","12:35","S8","0",0,0,0,0,0,0,0,0
"329","9/12/2017","12:54","S9","1",0,0,0,0,0,0,0,0
"330","9/12/2017","13:17","S10","0",0,0,0,0,0,0,0,0
"331","9/12/2017","13:40","S11","0",0,0,0,0,0,0,0,0
"332","9/12/2017","14:18","S12","0",0,0,0,0,0,0,0,0
"333","9/12/2017","14:36","S13","3",0,0,0,0,0,0,0,0
"334","9/12/2017","15:02","S14","0",0,0,0,0,0,0,0,0
"335","9/12/2017","15:33","C8","0",0,0,0,0,0,0,0,0
"336","9/12/2017","15:53","C7","0",0,0,0,0,0,0,0,0
"337","9/12/2017","16:17","C6","0",0,0,0,0,0,0,0,0
"338","9/12/2017","16:39","C9","0",0,0,0,0,0,0,0,0
"339","9/13/2017","10:10","N9","0",0,0,0,0,0,0,0,0
"340","9/13/2017","10:32","N10","0",0,0,0,0,0,0,0,0
"341","9/13/2017","10:52","N11","0",0,0,0,0,0,0,0,0
"342","9/13/2017","11:12","N12","0",0,0,0,0,0,0,0,0
"343","9/13/2017","11:32","N13","0",0,0,5,0,0,0,0,0
"344","9/13/2017","11:54","N14","0",0,0,0,0,0,0,0,0
"345","9/13/2017","12:12","N15","0",0,0,0,0,0,0,0,0
"346","9/13/2017","12:33","N16","0",0,0,0,0,0,0,0,0
"347","9/13/2017","12:43","N1","0",0,0,0,0,0,0,0,0
"348","9/13/2017","13:17","N3","0",0,0,0,0,0,0,0,0
"349","9/13/2017","13:38","N4","0",0,0,1,0,0,0,0,0
"350","9/13/2017","14:04","N5","0",0,0,0,0,0,0,0,0
"351","9/13/2017","14:38","N6","0",0,0,0,0,0,0,0,0
"352","9/13/2017","15:00","N7","nd",0,0,0,0,0,0,0,0
"353","9/13/2017","15:21","N8","0",0,0,0,0,0,0,0,0
"354","9/13/2017","16:19","C1","0",0,0,0,0,0,0,0,0
"355","9/13/2017","16:38","C14","0",0,1,0,0,0,0,0,0
"356","9/13/2017","17:13","C13","0",0,0,0,0,0,0,0,0
"357","9/13/2017","17:46","C2","0",0,1,0,0,0,0,0,0
"358","9/14/2017","9:55","C12","0",0,0,1,0,0,0,0,0
"359","9/14/2017","10:27","C3","0",0,1,0,0,0,0,0,0
"360","9/14/2017","10:48","C4","0",0,5,0,0,0,0,0,0
"361","9/14/2017","11:19","C11","0",0,3,0,0,0,0,0,0
"362","9/14/2017","11:42","C10","0",0,0,0,0,0,0,0,0
"363","9/14/2017","12:01","C5","0",0,0,0,0,0,0,0,0
"364","9/14/2017","12:40","S28","7",0,1,0,0,0,0,0,0
"365","5/21/2018","9:46","S1","0",0,0,0,0,0,0,0,0
"366","5/21/2018","10:18","S2","0",0,0,0,0,1,1,0,0
"367","5/21/2018","10:48","S3","0",0,0,0,0,0,6,0,0
"368","5/21/2018","11:06","S4","0",0,0,0,0,0,0,0,0
"369","5/21/2018","11:36","S5","0",0,0,0,0,0,0,0,0
"370","5/21/2018","12:03","S6","0",0,0,0,0,0,0,0,0
"371","5/21/2018","12:33","S7","0",0,0,0,0,0,0,0,0
"372","5/21/2018","13:14","S8","0",0,0,0,0,0,0,0,0
"373","5/21/2018","13:40","S9","0",0,0,0,0,0,2,0,0
"374","5/21/2018","14:05","S10","0",0,0,0,0,0,1,0,0
"375","5/21/2018","14:29","S11","0",0,0,0,0,0,3,0,0
"376","5/21/2018","14:53","S12","0",0,0,0,0,0,8,0,0
"377","5/21/2018","15:18","S13","1",0,0,0,0,0,1,0,0
"378","5/21/2018","15:56","S14","0",0,0,0,0,0,2,0,0
"379","5/21/2018","16:29","C8","0",0,0,0,0,0,0,0,0
"380","5/21/2018","16:49","C9","0",0,0,0,0,4,0,0,0
"381","5/21/2018","17:10","C10","0",0,0,0,0,0,4,0,0
"382","5/21/2018","17:29","C11","0",0,0,0,0,0,11,0,0
"383","5/21/2018","17:48","C12","nd",0,0,0,0,0,4,0,0
"384","5/22/2018","9:32","N1","0",0,0,0,0,0,2,0,0
"385","5/22/2018","9:57","N16","0",0,0,0,0,0,1,0,0
"386","5/22/2018","10:25","N15","1",0,0,0,0,0,0,0,0
"387","5/22/2018","10:47","N3","0",0,0,0,0,0,0,0,0
"388","5/22/2018","11:11","N14","0",0,0,0,0,0,2,0,0
"389","5/22/2018","11:34","N4","0",0,0,0,0,0,0,0,0
"390","5/22/2018","11:54","N13","0",0,0,0,0,0,0,0,0
"391","5/22/2018","12:17","N5","nd",0,0,0,0,0,0,0,0
"392","5/22/2018","13:05","N12","0",0,0,0,0,0,0,0,0
"393","5/22/2018","13:30","N6","nd",0,0,0,0,0,0,0,0
"394","5/22/2018","13:53","N11","0",0,0,0,0,0,0,0,0
"395","5/22/2018","14:16","N7","0",0,0,0,0,0,0,0,0
"396","5/22/2018","14:39","N10","0",0,0,0,0,0,0,0,0
"397","5/22/2018","15:04","N8","0",0,0,0,0,0,0,0,0
"398","5/22/2018","15:26","N9","nd",0,0,0,0,0,0,0,0
"399","5/22/2018","16:04","C1","0",0,0,0,0,0,0,0,0
"400","5/22/2018","16:33","C14","0",0,0,0,0,0,0,0,0
"401","5/22/2018","16:56","C13","nd",0,0,0,0,0,3,0,0
"402","5/22/2018","17:15","C2","0",0,0,0,0,0,1,0,0
"403","5/22/2018","17:51","C3","0",0,0,0,0,0,0,0,0
"404","5/23/2018","9:52","C7","3",0,0,0,0,0,0,0,0
"405","5/23/2018","10:35","C6","0",0,0,0,0,0,7,0,0
"406","5/23/2018","10:56","C5","0",0,0,0,0,0,0,0,0
"407","5/23/2018","11:20","C4","0",0,0,0,0,0,1,0,0
"408","5/23/2018","11:51","C12","0",0,0,0,0,0,0,0,0
"409","5/23/2018","12:10","C13","nd",0,0,0,0,0,0,0,0
"410","7/18/2018","9:38","N1","0",0,0,0,0,0,0,0,0
"411","7/18/2018","10:07","N16","0",0,0,0,0,0,0,0,0
"412","7/18/2018","10:35","N15","0",0,0,0,0,0,0,0,0
"413","7/18/2018","11:04","N3","0",0,0,0,0,0,0,0,0
"414","7/18/2018","11:29","N14","2",0,2,1,0,0,0,0,0
"415","7/18/2018","11:58","N4","0",0,0,0,0,0,0,0,0
"416","7/18/2018","12:24","N13","0",0,0,0,0,0,0,0,0
"417","7/18/2018","13:10","N5","0",0,0,0,0,0,0,0,0
"418","7/18/2018","13:51","N12","0",0,0,0,0,0,0,0,0
"419","7/18/2018","14:28","N6","0",0,4,0,0,0,0,0,0
"420","7/18/2018","14:52","N11","0",0,0,0,0,0,0,0,0
"421","7/18/2018","15:17","N7","0",0,1,0,0,0,0,0,0
"422","7/18/2018","15:39","N10","0",0,0,0,0,0,3,0,0
"423","7/18/2018","16:06","N8","0",0,3,0,0,0,0,0,0
"424","7/18/2018","16:51","N9","0",0,0,0,0,0,2,0,0
"425","7/19/2018","10:01","C14","nd",0,0,0,0,0,0,0,0
"426","7/19/2018","10:38","C1","nd",0,0,0,0,0,0,0,0
"427","7/19/2018","11:01","C2","0",0,0,0,0,0,0,0,0
"428","7/19/2018","11:24","C13","0",0,3,0,0,0,0,0,0
"429","7/19/2018","11:45","C12","0",0,0,0,0,0,0,0,0
"430","7/19/2018","12:15","C3","0",0,1,0,0,0,0,0,0
"431","7/19/2018","12:42","C4","1",0,1,0,0,0,0,0,0
"432","7/19/2018","13:32","C11","0",0,1,0,0,0,0,0,0
"433","7/19/2018","13:59","C10","0",0,1,1,0,0,0,0,0
"434","7/19/2018","14:28","C5","0",0,0,2,0,0,0,0,0
"435","7/19/2018","14:52","C6","0",0,0,3,0,0,0,0,0
"436","7/19/2018","15:13","C9","0",0,0,0,0,0,0,0,0
"437","7/19/2018","15:40","C8","0",1,1,0,0,0,0,0,0
"438","7/19/2018","16:12","C7","0",0,2,2,0,0,0,0,0
"439","7/19/2018","16:53","S3","3",0,2,1,0,0,0,0,0
"440","7/19/2018","17:20","S2","0",0,0,0,0,0,1,0,0
"441","7/20/2018","9:54","S4","0",0,0,0,0,0,0,0,0
"442","7/20/2018","10:15","S5","0",0,0,0,0,0,0,0,0
"443","7/20/2018","10:38","S6","1",0,0,0,0,0,0,0,0
"444","7/20/2018","11:01","S7","0",0,1,0,0,0,0,0,0
"445","7/20/2018","11:26","S8","0",0,0,0,0,0,0,0,0
"446","7/20/2018","11:52","S9","0",0,1,0,0,0,0,0,0
"447","7/20/2018","12:26","S10","0",0,0,0,0,0,0,0,0
"448","7/20/2018","13:05","S11","1",0,0,0,0,0,0,0,0
"449","7/20/2018","13:29","S12","1",0,0,0,0,0,0,0,0
"450","7/20/2018","13:53","S13","0",0,0,0,0,0,1,0,0
"451","7/20/2018","14:31","S14","0",0,0,0,0,0,1,0,0
"452","7/20/2018","14:56","S1","0",0,4,0,0,3,1,0,0
"453","11/9/2018","9:31","S13","0",0,1,0,0,0,0,0,0
"454","11/9/2018","10:08","S2","1",0,4,0,0,0,0,0,0
"455","11/30/2018","8:30","S1","0",0,1,0,0,0,0,0,0
"456","11/30/2018","9:07","S3","0",0,1,0,0,11,0,0,0
"457","11/30/2018","9:31","S4","0",0,0,0,0,0,0,0,0
"458","11/30/2018","9:55","S5","0",0,2,0,0,0,0,0,0
"459","11/30/2018","10:19","S6","nd",0,0,0,0,0,0,0,0
"460","11/30/2018","10:53","S7","0",0,0,0,0,0,0,0,0
"461","11/30/2018","11:12","S8","0",0,0,0,0,0,0,0,0
"462","11/30/2018","12:02","S9","0",0,0,0,0,0,0,0,0
"463","11/30/2018","12:25","S10","0",0,0,0,0,0,0,0,0
"464","11/30/2018","12:48","S11","0",0,0,0,0,0,0,0,0
"465","11/30/2018","13:08","S12","0",0,0,0,0,0,0,0,0
"466","11/30/2018","13:29","S13","0",0,0,0,0,0,0,0,0
"467","11/30/2018","13:50","S14","0",0,1,0,0,0,0,0,0
"468","11/30/2018","14:13","S2","0",0,0,0,0,1,0,0,0
"469","11/30/2018","14:35","C8","0",0,0,0,0,0,0,0,0
"470","11/30/2018","14:54","C7","1",0,0,0,0,2,0,0,0
"471","4/25/2019","10:37","N1","0",0,0,0,0,0,0,0,0
"472","4/25/2019","11:01","N16","0",0,0,0,0,0,0,0,0
"473","4/25/2019","11:30","N15","0",0,0,0,0,0,0,0,0
"474","4/25/2019","11:58","N3","0",0,0,0,0,0,0,0,0
"475","4/25/2019","12:22","N14","nd",0,0,0,0,0,1,0,0
"476","4/25/2019","13:13","N13","0",0,0,0,0,0,0,0,0
"477","4/25/2019","13:38","N4","0",0,0,0,0,0,0,0,0
"478","4/25/2019","14:04","N5","0",0,0,0,0,0,0,0,0
"479","4/25/2019","14:29","N12","0",0,0,0,0,0,0,0,0
"480","4/25/2019","14:54","N11","0",0,0,0,0,0,0,0,0
"481","4/25/2019","15:21","N6","0",0,0,0,0,0,0,0,0
"482","4/25/2019","15:46","N7","0",0,0,0,0,0,0,0,0
"483","4/25/2019","16:11","N10","0",0,0,0,0,0,1,0,0
"484","4/25/2019","16:38","N8","0",0,0,0,0,0,0,0,0
"485","4/29/2019","9:44","S1","1",0,0,0,0,0,0,0,0
"486","4/29/2019","10:15","S13","0",0,0,0,0,0,0,0,0
"487","4/29/2019","10:55","S11","0",0,0,0,0,0,0,0,0
"488","4/29/2019","11:26","S9","nd",0,0,0,0,0,0,0,0
"489","4/29/2019","11:59","S7","0",0,0,0,0,0,0,0,0
"490","4/29/2019","12:35","S5","0",0,0,0,0,0,1,0,0
"491","4/29/2019","13:22","S3","1",0,0,0,0,0,0,0,0
"492","4/29/2019","13:54","C7","0",0,0,0,0,0,1,0,0
"493","4/29/2019","14:20","C9","0",0,0,0,0,0,0,0,0
"494","4/29/2019","14:46","C5","0",0,0,0,0,0,0,0,0
"495","4/29/2019","15:10","C11","0",0,0,0,0,0,1,0,0
"496","4/29/2019","15:49","C3","nd",0,0,0,0,0,0,0,0
"497","4/29/2019","16:09:35","C13","0",0,0,0,0,0,0,0,0
"498","4/29/2019","16:39","C1","nd",0,0,0,0,0,0,0,0
"499","4/30/2019","nd","S14","0",0,0,0,0,0,0,0,0
"500","4/30/2019","10:22","S12","0",0,0,0,0,0,0,0,0
"501","4/30/2019","10:56","S10","0",0,0,0,0,0,0,0,0
"502","4/30/2019","11:29","S8","0",0,0,0,0,0,0,0,0
"503","4/30/2019","11:56","S6","0",0,0,0,0,0,0,0,0
"504","4/30/2019","12:29","S4","0",0,0,0,0,0,0,0,0
"505","4/30/2019","13:25","S2","0",0,0,0,0,0,0,0,0
"506","4/30/2019","13:48","C8","0",0,0,0,0,0,0,0,0
"507","4/30/2019","14:16","C6","0",0,0,0,0,0,0,0,0
"508","4/30/2019","14:44","C10","0",0,0,0,0,0,0,0,0
"509","4/30/2019","15:06","C4","0",0,0,0,0,0,0,0,0
"510","4/30/2019","15:32","C12","nd",0,0,0,0,0,0,0,0
"511","4/30/2019","15:54","C2","0",0,0,0,0,0,2,0,0
"512","4/30/2019","16:17","C14","nd",0,0,0,0,0,0,0,0
"513","7/30/2019","9:49:40","N1","0",0,0,0,0,0,0,0,0
"514","7/30/2019","11:30","N2","0",0,0,0,0,0,0,0,0
"515","7/30/2019","11:35","N3","0",0,0,0,0,0,0,0,0
"516","7/30/2019","13:18","N4","0",0,1,0,0,0,0,0,0
"517","7/30/2019","13:38","N5","0",0,0,0,0,0,0,0,0
"518","7/30/2019","15:13","N6","0",0,1,0,0,0,0,0,0
"519","7/30/2019","15:13","N7","0",0,0,0,0,0,0,0,0
"520","7/30/2019","16:23","N8","0",0,1,0,0,0,0,0,0
"521","7/30/2019","16:01","N9","0",0,0,0,0,0,0,0,0
"522","7/30/2019","15:37","N10","0",0,2,0,0,0,0,0,0
"523","7/30/2019","14:32","N11","0",0,1,0,0,0,0,0,0
"524","7/30/2019","14:12","N12","0",0,0,0,0,0,0,0,0
"525","7/30/2019","12:33","N13","0",0,0,0,0,0,0,0,0
"526","7/30/2019","12:13","N14","0",0,0,0,0,0,0,0,0
"527","7/30/2019","10:44","N15","0",0,0,0,0,0,0,0,0
"528","7/30/2019","10:22","N16","0",0,0,0,0,0,0,0,0
"529","7/31/2019","9:39","C14","0",0,0,0,0,0,0,0,0
"530","7/31/2019","10:05","C1","0",0,1,0,0,0,0,0,0
"531","7/31/2019","10:30","C2","0",0,0,0,0,0,0,0,0
"532","7/31/2019","11:02","C13","nd",0,0,0,0,0,0,0,0
"533","7/31/2019","11:38","C12","nd",0,0,0,0,0,0,0,0
"534","7/31/2019","12:00","C3","0",0,0,0,0,0,0,0,0
"535","7/31/2019","12:22","C4","0",0,1,0,0,0,0,0,0
"536","7/31/2019","13:20:04","C11","1",0,0,0,0,0,0,0,0
"537","7/31/2019","13:43:15","C10","0",0,0,0,0,0,0,0,0
"538","7/31/2019","14:04:05","C5","0",0,1,0,0,0,0,0,0
"539","7/31/2019","14:28:15","C6","0",0,0,0,0,0,0,0,0
"540","7/31/2019","14:51:50","C9","0",0,0,0,0,0,0,0,0
"541","7/31/2019","15:12:40","C7","0",0,0,0,0,0,0,0,0
"542","7/31/2019","15:37:00","C8","0",0,0,0,0,0,0,0,0
"543","8/1/2019","9:21:55","S1","0",0,0,0,0,0,0,0,0
"544","8/1/2019","9:46:16","S2","0",0,0,0,0,0,0,0,0
"545","8/1/2019","10:11:02","S3","0",0,0,0,0,0,0,0,0
"546","8/1/2019","10:36:36","S4","0",0,0,0,0,0,0,0,0
"547","8/1/2019","11:01:00","S5","0",0,0,0,0,0,0,0,0
"548","8/1/2019","11:34:30","S6","0",0,0,0,0,0,0,0,0
"549","8/1/2019","11:59:10","S7","0",0,1,0,0,0,0,0,0
"550","8/1/2019","12:43:00","S8","0",0,0,0,0,0,0,0,0
"551","8/1/2019","13:12:40","S9","0",0,2,0,0,0,0,0,0
"552","8/1/2019","13:40:35","S10","0",0,0,0,0,0,0,0,0
"553","8/1/2019","14:07:40","S11","0",0,1,1,0,0,0,0,0
"554","8/1/2019","14:42:45","S12","0",0,0,0,0,0,0,0,0
"555","8/1/2019","15:08:00","S13","1",0,0,0,0,0,0,0,0
"556","8/1/2019","16:01:45","S14","0",0,0,0,0,0,0,0,0
